,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,Disagree,11%,200,0%,0,11%,200,0%,0,6%,4,11%,18,11%,61,11%,117,0%,0,0%,0,11%,200,11%,117,11%,75,11%,54,10%,132,15%,21,15%,21,9%,29,17%,19,9%,110,0%,0,12%,73,12%,19,9%,77,5%,31,0%,0,10%,120,10%,68,0%,0,0%,0,16%,3,3%,1,0%,0,5%,55,13%,93,19%,45,0%,0,8%,4,10%,74,13%,73,8%,22,11%,18,8%,92,13%,102,10%,24,14%,63,9%,68,11%,45
,Strongly disagree,4%,62,0%,0,4%,62,0%,0,0%,1,1%,1,5%,29,4%,31,0%,0,0%,0,4%,62,4%,34,4%,24,5%,21,3%,36,3%,6,3%,6,5%,12,4%,4,3%,29,0%,0,5%,25,2%,4,4%,22,3%,11,0%,0,2%,28,5%,31,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,3%,24,14%,30,0%,0,0%,0,3%,24,4%,19,1%,4,11%,13,2%,27,6%,33,5%,12,3%,13,4%,21,4%,16
,Total,100%,2091,0%,0,100%,2091,100%,1,100%,65,100%,146,100%,629,100%,1250,0%,0,0%,0,100%,2091,100%,1201,100%,793,100%,581,100%,1398,100%,179,100%,153,100%,330,100%,129,100%,1271,0%,0,100%,596,100%,185,100%,782,100%,527,0%,0,100%,1354,100%,668,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1012,100%,750,100%,254,100%,8,100%,50,100%,840,100%,611,100%,359,100%,170,100%,1174,100%,887,100%,376,100%,568,100%,730,100%,417
"In the last seven days, I have learned something interesting.",Strongly agree,29%,631,0%,0,29%,631,0%,0,30%,17,27%,44,29%,187,29%,383,0%,0,0%,0,29%,631,28%,365,30%,235,28%,182,29%,416,26%,40,31%,47,25%,88,24%,33,31%,410,0%,0,29%,168,25%,48,27%,213,38%,202,0%,0,32%,437,24%,176,0%,0,0%,0,9%,4,23%,8,21%,2,34%,348,27%,207,21%,60,20%,2,18%,12,30%,272,28%,177,32%,114,24%,43,31%,380,27%,250,28%,107,26%,164,28%,233,33%,127
,Agree,49%,1063,0%,0,49%,1063,100%,1,40%,24,52%,72,46%,307,51%,659,0%,0,0%,0,49%,1063,48%,601,50%,417,49%,293,49%,717,57%,103,42%,67,49%,162,43%,66,50%,655,0%,0,47%,274,52%,93,53%,438,47%,258,0%,0,51%,713,48%,321,0%,0,0%,0,53%,13,47%,7,36%,3,50%,518,49%,393,47%,122,43%,3,46%,19,55%,443,49%,316,45%,174,40%,76,46%,569,51%,476,49%,197,50%,292,50%,370,46%,204
,Neither agree nor disagree,13%,241,0%,0,13%,241,0%,0,25%,18,12%,17,14%,76,12%,130,0%,0,0%,0,13%,241,15%,147,11%,81,13%,57,13%,165,10%,20,13%,21,16%,53,17%,19,12%,124,0%,0,14%,88,15%,30,12%,81,10%,41,0%,0,10%,126,15%,99,0%,0,0%,0,35%,8,26%,8,29%,1,11%,100,15%,94,13%,28,30%,2,30%,15,7%,68,11%,63,20%,57,24%,35,15%,150,11%,85,11%,40,13%,69,14%,78,14%,54
,Disagree,6%,116,0%,0,6%,116,0%,0,4%,5,6%,9,7%,39,6%,63,0%,0,0%,0,6%,116,6%,67,6%,44,7%,36,6%,76,5%,12,10%,15,7%,18,10%,8,5%,63,0%,0,7%,49,6%,10,5%,37,4%,20,0%,0,6%,65,8%,49,0%,0,0%,0,3%,2,5%,2,14%,1,4%,41,6%,41,12%,27,7%,1,5%,4,7%,49,7%,36,3%,13,7%,10,6%,58,7%,56,7%,22,8%,34,5%,34,7%,26
,Strongly disagree,3%,38,0%,0,3%,38,0%,0,0%,0,3%,4,4%,19,1%,15,0%,0,0%,0,3%,38,3%,19,2%,16,3%,13,3%,23,3%,4,4%,3,3%,9,5%,3,2%,18,0%,0,3%,16,2%,3,3%,14,2%,5,0%,0,1%,14,5%,22,0%,0,0%,0,0%,0,0%,0,0%,0,1%,6,3%,15,7%,16,0%,0,0%,0,1%,8,5%,19,0%,1,5%,6,2%,18,4%,19,4%,10,3%,9,3%,13,1%,6
,Total,100%,2089,0%,0,100%,2089,100%,1,100%,64,100%,146,100%,628,100%,1250,0%,0,0%,0,100%,2089,100%,1199,100%,793,100%,581,100%,1397,100%,179,100%,153,100%,330,100%,129,100%,1270,0%,0,100%,595,100%,184,100%,783,100%,526,0%,0,100%,1355,100%,667,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1013,100%,750,100%,253,100%,8,100%,50,100%,840,100%,611,100%,359,100%,170,100%,1175,100%,886,100%,376,100%,568,100%,728,100%,417
I have at least one person in my life who makes me excited about the future.,Strongly agree,43%,957,0%,0,43%,957,100%,1,45%,23,37%,56,47%,279,42%,598,0%,0,0%,0,43%,957,44%,575,42%,340,45%,275,43%,637,25%,53,45%,67,34%,116,41%,54,51%,654,0%,0,42%,251,42%,76,40%,331,56%,299,0%,0,46%,663,40%,271,0%,0,0%,0,37%,10,42%,8,10%,2,44%,507,43%,323,42%,104,25%,3,40%,17,41%,374,47%,292,51%,192,30%,54,47%,593,39%,361,41%,175,43%,249,46%,355,40%,178
,Agree,38%,812,0%,0,38%,812,0%,0,44%,31,43%,61,35%,241,39%,479,0%,0,0%,0,38%,812,41%,472,36%,305,37%,215,39%,553,55%,88,31%,46,46%,163,32%,49,34%,456,0%,0,38%,232,37%,69,45%,335,31%,175,0%,0,37%,519,40%,267,0%,0,0%,0,39%,11,53%,14,90%,5,41%,390,38%,297,30%,88,75%,5,46%,24,43%,350,33%,213,37%,131,44%,77,37%,424,39%,370,40%,147,37%,226,38%,268,40%,171
,Neither agree nor disagree,11%,192,0%,0,11%,192,0%,0,10%,9,15%,21,11%,63,10%,99,0%,0,0%,0,11%,192,10%,97,13%,83,11%,53,11%,127,8%,16,14%,26,13%,33,13%,12,10%,102,0%,0,12%,68,15%,26,9%,69,7%,29,0%,0,11%,109,11%,69,0%,0,0%,0,24%,6,5%,2,0%,0,11%,83,11%,75,12%,24,0%,0,14%,8,10%,66,10%,58,8%,24,19%,29,11%,108,12%,80,12%,36,12%,58,11%,62,11%,36
,Disagree,5%,97,0%,0,5%,97,0%,0,0%,0,5%,7,4%,31,6%,59,0%,0,0%,0,5%,97,4%,42,6%,50,5%,28,5%,62,9%,16,6%,9,3%,8,12%,12,4%,50,0%,0,5%,30,5%,10,5%,38,5%,19,0%,0,5%,54,5%,41,0%,0,0%,0,0%,0,0%,0,0%,0,3%,29,7%,46,8%,22,0%,0,0%,0,5%,41,6%,37,2%,9,1%,3,3%,35,7%,61,5%,13,6%,33,3%,29,6%,22
,Strongly disagree,2%,26,0%,0,2%,26,0%,0,0%,0,1%,1,3%,11,2%,14,0%,0,0%,0,2%,26,2%,12,3%,14,2%,7,2%,17,4%,4,3%,5,3%,7,2%,1,1%,9,0%,0,3%,12,2%,2,1%,8,1%,4,0%,0,1%,8,4%,18,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,1%,8,8%,15,0%,0,0%,0,1%,9,2%,8,2%,3,6%,6,1%,11,3%,15,2%,4,1%,3,2%,11,2%,8
,Total,100%,2084,0%,0,100%,2084,100%,1,100%,63,100%,146,100%,625,100%,1249,0%,0,0%,0,100%,2084,100%,1198,100%,792,100%,578,100%,1396,100%,177,100%,153,100%,327,100%,128,100%,1271,0%,0,100%,593,100%,183,100%,781,100%,526,0%,0,100%,1353,100%,666,0%,0,0%,0,100%,27,100%,24,100%,7,100%,1012,100%,749,100%,253,100%,8,100%,49,100%,840,100%,608,100%,359,100%,169,100%,1171,100%,887,100%,375,100%,569,100%,725,100%,415
I feel motivated to achieve my goals.,Strongly agree,30%,609,0%,0,30%,609,100%,1,41%,20,27%,39,31%,180,30%,369,0%,0,0%,0,30%,609,29%,351,30%,232,27%,146,31%,433,26%,44,37%,56,25%,82,25%,29,32%,386,0%,0,30%,172,29%,52,25%,188,38%,197,0%,0,31%,406,28%,185,0%,0,0%,0,34%,9,37%,7,10%,2,36%,341,26%,185,24%,62,25%,3,36%,15,25%,219,32%,178,42%,148,24%,42,37%,413,21%,193,28%,111,28%,153,34%,237,27%,108
,Agree,42%,986,0%,0,42%,986,0%,0,40%,29,47%,71,40%,286,43%,600,0%,0,0%,0,42%,986,43%,570,42%,379,39%,268,44%,668,45%,83,28%,49,45%,160,46%,65,44%,619,0%,0,38%,239,48%,82,52%,412,45%,253,0%,0,45%,673,41%,292,0%,0,0%,0,53%,14,52%,13,7%,1,46%,506,43%,355,31%,93,13%,1,51%,26,49%,425,41%,287,40%,156,35%,71,43%,536,41%,437,44%,181,42%,275,41%,337,43%,193
,Neither agree nor disagree,17%,295,0%,0,17%,295,0%,0,17%,12,15%,21,18%,101,15%,161,0%,0,0%,0,17%,295,18%,174,14%,96,19%,100,16%,177,17%,34,21%,28,20%,61,14%,16,15%,154,0%,0,19%,107,14%,28,14%,112,10%,47,0%,0,14%,163,18%,111,0%,0,0%,0,11%,3,10%,4,69%,3,12%,112,20%,129,19%,40,62%,4,10%,6,14%,118,14%,82,12%,33,28%,37,13%,143,20%,145,15%,45,16%,78,18%,102,16%,70
,Disagree,9%,163,0%,0,9%,163,0%,0,2%,3,11%,14,8%,47,11%,99,0%,0,0%,0,9%,163,7%,83,11%,73,12%,52,8%,101,11%,14,11%,15,8%,19,11%,16,9%,96,0%,0,11%,62,7%,17,7%,58,5%,26,0%,0,9%,98,9%,60,0%,0,0%,0,1%,1,2%,1,14%,1,6%,50,9%,67,19%,41,0%,0,4%,3,11%,67,11%,51,4%,18,9%,14,5%,65,14%,94,11%,34,11%,52,6%,41,12%,36
,Strongly disagree,2%,33,0%,0,2%,33,0%,0,0%,0,0%,0,3%,13,2%,20,0%,0,0%,0,2%,33,2%,19,2%,12,3%,15,1%,16,1%,3,3%,4,2%,7,5%,3,1%,15,0%,0,2%,14,1%,3,2%,12,1%,4,0%,0,1%,14,3%,18,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,1%,12,8%,18,0%,0,0%,0,1%,11,2%,12,1%,3,5%,6,1%,15,3%,18,2%,5,3%,10,1%,10,2%,8
,Total,100%,2086,0%,0,100%,2086,100%,1,100%,64,100%,145,100%,627,100%,1249,0%,0,0%,0,100%,2086,100%,1197,100%,792,100%,581,100%,1395,100%,178,100%,152,100%,329,100%,129,100%,1270,0%,0,100%,594,100%,182,100%,782,100%,527,0%,0,100%,1354,100%,666,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1012,100%,748,100%,254,100%,8,100%,50,100%,840,100%,610,100%,358,100%,170,100%,1172,100%,887,100%,376,100%,568,100%,727,100%,415
I am challenged each day in a good way.,Strongly agree,21%,391,0%,0,21%,391,0%,0,34%,12,18%,25,24%,129,19%,225,0%,0,0%,0,21%,391,21%,233,22%,147,16%,73,24%,297,20%,31,28%,38,23%,70,21%,17,19%,229,0%,0,24%,132,18%,29,15%,116,22%,114,0%,0,22%,255,19%,121,0%,0,0%,0,7%,2,37%,6,6%,1,27%,217,18%,126,15%,37,7%,1,22%,7,17%,130,23%,118,32%,103,14%,26,27%,277,14%,113,20%,66,19%,95,24%,157,20%,73
,Agree,37%,873,0%,0,37%,873,100%,1,31%,23,39%,57,35%,249,39%,543,0%,0,0%,0,37%,873,38%,519,38%,328,34%,225,39%,603,43%,78,30%,51,33%,123,27%,41,42%,570,0%,0,33%,198,44%,78,43%,345,46%,252,0%,0,40%,601,36%,254,0%,0,0%,0,54%,15,28%,5,40%,3,43%,469,37%,297,26%,81,34%,2,41%,21,39%,365,38%,247,40%,158,32%,64,38%,506,36%,353,36%,157,42%,259,37%,295,33%,162
,Neither agree nor disagree,25%,472,0%,0,25%,472,0%,0,31%,27,29%,44,24%,139,23%,262,0%,0,0%,0,25%,472,27%,275,21%,164,29%,154,23%,293,27%,42,26%,36,29%,89,33%,43,21%,254,0%,0,27%,171,23%,43,22%,172,18%,85,0%,0,22%,289,27%,160,0%,0,0%,0,39%,10,33%,13,30%,2,21%,207,28%,182,26%,54,39%,4,35%,21,25%,188,20%,125,22%,71,36%,53,24%,244,27%,222,26%,88,23%,113,26%,170,26%,101
,Disagree,12%,282,0%,0,12%,282,0%,0,4%,2,13%,18,12%,82,14%,180,0%,0,0%,0,12%,282,11%,141,15%,123,15%,98,12%,169,10%,23,9%,19,12%,34,15%,23,14%,179,0%,0,12%,70,13%,27,16%,125,10%,60,0%,0,12%,168,14%,107,0%,0,0%,0,0%,0,3%,1,24%,1,8%,108,14%,117,21%,52,20%,1,2%,1,17%,131,13%,95,5%,22,8%,16,10%,124,16%,153,13%,50,11%,81,10%,83,19%,68
,Strongly disagree,4%,68,0%,0,4%,68,0%,0,0%,0,1%,2,5%,26,4%,40,0%,0,0%,0,4%,68,3%,29,4%,31,6%,29,3%,35,1%,4,7%,9,4%,12,5%,5,4%,38,0%,0,4%,23,2%,6,4%,25,3%,14,0%,0,4%,41,4%,25,0%,0,0%,0,0%,0,0%,0,0%,0,2%,12,3%,27,12%,29,0%,0,0%,0,2%,26,5%,25,1%,4,10%,11,2%,23,7%,45,6%,14,5%,20,3%,22,3%,12
,Total,100%,2086,0%,0,100%,2086,100%,1,100%,64,100%,146,100%,625,100%,1250,0%,0,0%,0,100%,2086,100%,1197,100%,793,100%,579,100%,1397,100%,178,100%,153,100%,328,100%,129,100%,1270,0%,0,100%,594,100%,183,100%,783,100%,525,0%,0,100%,1354,100%,667,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1013,100%,749,100%,253,100%,8,100%,50,100%,840,100%,610,100%,358,100%,170,100%,1174,100%,886,100%,375,100%,568,100%,727,100%,416
I am excited about what I am learning.,Strongly agree,27%,491,0%,0,27%,491,0%,0,32%,14,29%,42,28%,152,24%,283,0%,0,0%,0,27%,491,26%,281,28%,190,26%,133,27%,328,24%,34,35%,47,28%,89,22%,23,25%,287,0%,0,29%,153,27%,47,19%,139,30%,152,0%,0,30%,319,22%,154,0%,0,0%,0,10%,3,43%,7,6%,1,30%,254,25%,167,24%,57,7%,1,27%,9,26%,194,29%,150,28%,89,25%,36,31%,316,22%,174,25%,83,25%,120,29%,193,28%,95
,Agree,41%,966,0%,0,41%,966,100%,1,37%,26,41%,61,40%,285,41%,593,0%,0,0%,0,41%,966,42%,562,41%,365,39%,255,42%,668,33%,79,34%,58,41%,149,35%,54,44%,615,0%,0,36%,230,43%,82,49%,388,49%,266,0%,0,43%,654,40%,292,0%,0,0%,0,45%,13,35%,10,37%,3,47%,514,38%,327,30%,94,43%,4,40%,22,43%,395,40%,285,47%,175,31%,68,41%,543,40%,413,41%,181,40%,265,41%,327,41%,193
,Neither agree nor disagree,23%,457,0%,0,23%,457,0%,0,21%,18,23%,31,23%,132,25%,276,0%,0,0%,0,23%,457,25%,273,21%,158,24%,140,23%,291,32%,46,22%,33,22%,71,23%,30,23%,274,0%,0,25%,149,22%,43,24%,192,14%,72,0%,0,20%,276,28%,162,0%,0,0%,0,40%,10,16%,5,4%,1,18%,185,28%,188,28%,65,0%,0,28%,16,22%,181,22%,122,19%,74,36%,54,20%,234,27%,214,25%,82,22%,123,25%,159,21%,93
,Disagree,8%,142,0%,0,8%,142,0%,0,7%,5,7%,11,7%,45,9%,81,0%,0,0%,0,8%,142,6%,69,9%,66,7%,35,8%,99,10%,16,9%,13,6%,15,15%,18,6%,77,0%,0,8%,53,6%,8,7%,52,6%,29,0%,0,7%,86,8%,48,0%,0,0%,0,6%,1,6%,3,29%,1,5%,57,7%,53,13%,24,30%,2,5%,3,9%,61,7%,41,6%,17,6%,10,6%,68,9%,68,7%,22,11%,49,5%,43,9%,28
,Strongly disagree,2%,31,0%,0,2%,31,0%,0,2%,1,1%,1,3%,13,1%,16,0%,0,0%,0,2%,31,1%,12,1%,14,4%,17,1%,11,1%,3,0%,1,3%,6,5%,4,1%,17,0%,0,2%,10,2%,3,1%,11,2%,7,0%,0,1%,18,2%,12,0%,0,0%,0,0%,0,0%,0,24%,1,0%,2,2%,14,4%,14,20%,1,0%,0,1%,8,2%,13,0%,4,2%,2,1%,13,2%,17,2%,7,3%,11,1%,6,1%,7
,Total,100%,2087,0%,0,100%,2087,100%,1,100%,64,100%,146,100%,627,100%,1249,0%,0,0%,0,100%,2087,100%,1197,100%,793,100%,580,100%,1397,100%,178,100%,152,100%,330,100%,129,100%,1270,0%,0,100%,595,100%,183,100%,782,100%,526,0%,0,100%,1353,100%,668,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1012,100%,749,100%,254,100%,8,100%,50,100%,839,100%,611,100%,359,100%,170,100%,1174,100%,886,100%,375,100%,568,100%,728,100%,416
I have someone who encourages me to pursue my goals and dreams.,Strongly agree,40%,845,0%,0,40%,845,100%,1,59%,34,39%,61,44%,265,35%,484,0%,0,0%,0,40%,845,42%,514,38%,295,43%,248,40%,558,31%,51,47%,73,36%,126,41%,48,42%,533,0%,0,40%,236,37%,64,40%,295,48%,250,0%,0,43%,576,38%,247,0%,0,0%,0,53%,15,58%,13,40%,4,46%,449,36%,269,34%,91,38%,4,55%,27,41%,352,42%,242,44%,156,28%,51,45%,513,36%,330,43%,158,36%,210,42%,320,39%,157
,Agree,39%,899,0%,0,39%,899,0%,0,35%,25,43%,61,35%,248,43%,565,0%,0,0%,0,39%,899,38%,509,40%,348,38%,240,39%,610,44%,82,30%,48,39%,134,31%,53,42%,574,0%,0,37%,227,43%,86,43%,354,41%,231,0%,0,41%,604,37%,272,0%,0,0%,0,46%,11,39%,11,36%,2,40%,446,41%,335,33%,89,42%,3,42%,21,42%,377,39%,262,40%,156,34%,65,38%,494,40%,387,39%,162,44%,264,38%,293,37%,180
,Neither agree nor disagree,13%,212,0%,0,13%,212,0%,0,5%,4,13%,17,13%,69,14%,122,0%,0,0%,0,13%,212,13%,105,12%,92,13%,59,13%,139,10%,23,13%,19,17%,47,18%,19,10%,100,0%,0,14%,78,14%,23,10%,87,6%,24,0%,0,10%,106,15%,90,0%,0,0%,0,1%,1,0%,0,24%,1,12%,84,15%,90,13%,32,20%,1,0%,1,10%,67,10%,55,10%,30,28%,40,11%,105,15%,102,8%,34,11%,51,15%,79,14%,48
,Disagree,6%,98,0%,0,6%,98,0%,0,1%,1,5%,6,5%,30,7%,61,0%,0,0%,0,6%,98,4%,49,7%,45,5%,24,6%,69,13%,19,5%,7,5%,16,6%,7,4%,47,0%,0,7%,39,3%,7,5%,37,3%,15,0%,0,5%,56,6%,40,0%,0,0%,0,0%,0,3%,1,0%,0,2%,29,7%,45,11%,23,0%,0,2%,1,6%,35,7%,40,3%,11,5%,8,4%,47,7%,49,7%,16,6%,36,3%,23,7%,23
,Strongly disagree,2%,32,0%,0,2%,32,0%,0,0%,0,0%,1,4%,15,2%,16,0%,0,0%,0,2%,32,3%,19,2%,13,2%,9,2%,20,1%,3,4%,6,3%,7,4%,2,1%,14,0%,0,3%,13,3%,3,1%,10,1%,6,0%,0,1%,12,4%,17,0%,0,0%,0,0%,0,0%,0,0%,0,1%,4,1%,10,9%,18,0%,0,0%,0,1%,10,2%,12,3%,4,6%,6,2%,14,3%,18,2%,6,2%,6,2%,12,2%,8
,Total,100%,2086,0%,0,100%,2086,100%,1,100%,64,100%,146,100%,627,100%,1248,0%,0,0%,0,100%,2086,100%,1196,100%,793,100%,580,100%,1396,100%,178,100%,153,100%,330,100%,129,100%,1268,0%,0,100%,593,100%,183,100%,783,100%,526,0%,0,100%,1354,100%,666,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1012,100%,749,100%,253,100%,8,100%,50,100%,841,100%,611,100%,357,100%,170,100%,1173,100%,886,100%,376,100%,567,100%,727,100%,416
What grade would you give your school when it comes to: Your school overall,A,31%,468,31%,468,0%,0,31%,258,31%,210,0%,0,0%,0,0%,0,26%,132,33%,336,0%,0,31%,215,31%,243,0%,0,0%,0,44%,37,33%,57,33%,105,37%,31,27%,236,31%,468,0%,0,0%,0,0%,0,0%,0,31%,468,32%,376,29%,79,31%,169,31%,299,34%,259,26%,154,34%,54,0%,0,0%,0,0%,0,30%,52,31%,414,44%,13,29%,9,61%,13,23%,9,39%,29,34%,16,35%,85,28%,100,31%,177,31%,106
,B,40%,639,40%,639,0%,0,40%,345,41%,294,0%,0,0%,0,0%,0,43%,202,39%,437,0%,0,41%,301,41%,328,0%,0,0%,0,46%,41,38%,81,39%,132,40%,46,41%,327,40%,639,0%,0,0%,0,0%,0,0%,0,40%,639,42%,501,36%,120,38%,267,43%,371,44%,344,41%,231,27%,61,0%,0,0%,0,0%,0,34%,57,41%,581,38%,17,59%,20,28%,8,53%,18,48%,44,41%,19,41%,102,41%,144,39%,251,42%,141
,C,21%,324,21%,324,0%,0,21%,172,22%,152,0%,0,0%,0,0%,0,23%,105,21%,219,0%,0,20%,148,22%,167,0%,0,0%,0,7%,9,22%,41,20%,69,17%,21,25%,182,21%,324,0%,0,0%,0,0%,0,0%,0,21%,324,19%,229,26%,79,23%,152,20%,172,16%,139,26%,136,26%,48,0%,0,0%,0,0%,0,23%,44,21%,279,13%,8,6%,2,7%,4,19%,10,9%,14,18%,10,18%,41,23%,80,21%,122,22%,81
,D,5%,70,5%,70,0%,0,5%,38,4%,32,0%,0,0%,0,0%,0,4%,19,5%,51,0%,0,4%,33,4%,32,0%,0,0%,0,1%,1,5%,12,5%,14,4%,6,5%,36,5%,70,0%,0,0%,0,0%,0,0%,0,5%,70,4%,49,5%,19,5%,33,4%,37,4%,29,5%,24,6%,16,0%,0,0%,0,0%,0,5%,11,5%,59,5%,2,2%,1,4%,1,2%,1,3%,4,1%,1,4%,10,4%,17,6%,32,3%,11
,FAIL,3%,46,3%,46,0%,0,3%,30,2%,16,0%,0,0%,0,0%,0,4%,21,2%,25,0%,0,3%,22,3%,23,0%,0,0%,0,2%,1,3%,7,3%,12,2%,2,3%,24,3%,46,0%,0,0%,0,0%,0,0%,0,3%,46,2%,29,4%,16,4%,27,2%,18,2%,20,2%,12,7%,14,0%,0,0%,0,0%,0,6%,9,2%,37,0%,0,3%,1,0%,0,4%,1,0%,0,6%,2,1%,4,3%,10,4%,24,2%,8
,Total,100%,1547,100%,1547,0%,0,100%,843,100%,704,0%,0,0%,0,0%,0,100%,479,100%,1068,0%,0,100%,719,100%,793,0%,0,0%,0,100%,89,100%,198,100%,332,100%,106,100%,805,100%,1547,0%,0,0%,0,0%,0,0%,0,100%,1547,100%,1184,100%,313,100%,648,100%,897,100%,791,100%,557,100%,193,0%,0,0%,0,0%,0,100%,173,100%,1370,100%,40,100%,33,100%,26,100%,39,100%,91,100%,48,100%,242,100%,351,100%,606,100%,347
What grade would you give your school when it comes to: Making you excited about learning,A,19%,277,19%,277,0%,0,20%,153,18%,124,0%,0,0%,0,0%,0,19%,83,20%,194,0%,0,21%,137,18%,135,0%,0,0%,0,23%,21,27%,45,20%,63,23%,19,16%,127,19%,277,0%,0,0%,0,0%,0,0%,0,19%,277,19%,212,22%,58,23%,122,16%,155,21%,151,17%,93,21%,33,0%,0,0%,0,0%,0,18%,29,20%,247,32%,8,29%,8,33%,5,6%,4,27%,18,16%,8,23%,54,19%,63,21%,115,15%,45
,B,37%,560,37%,560,0%,0,37%,316,36%,244,0%,0,0%,0,0%,0,37%,181,37%,379,0%,0,37%,269,37%,281,0%,0,0%,0,50%,43,35%,68,42%,123,32%,34,33%,283,37%,560,0%,0,0%,0,0%,0,0%,0,37%,560,38%,442,32%,100,34%,216,40%,344,38%,299,39%,203,28%,55,0%,0,0%,0,0%,0,30%,47,38%,512,38%,15,41%,14,45%,11,58%,17,42%,36,55%,21,38%,87,32%,120,36%,214,42%,138
,C,27%,441,27%,441,0%,0,27%,235,27%,206,0%,0,0%,0,0%,0,26%,129,27%,312,0%,0,27%,209,27%,224,0%,0,0%,0,20%,18,21%,49,22%,84,29%,34,32%,254,27%,441,0%,0,0%,0,0%,0,0%,0,27%,441,28%,338,26%,89,26%,180,28%,260,27%,225,28%,161,26%,53,0%,0,0%,0,0%,0,34%,62,26%,377,21%,13,15%,6,18%,8,22%,10,21%,25,16%,12,27%,68,34%,114,25%,160,26%,99
,D,11%,175,11%,175,0%,0,9%,81,14%,94,0%,0,0%,0,0%,0,11%,49,12%,126,0%,0,9%,64,13%,103,0%,0,0%,0,5%,5,13%,25,10%,35,11%,13,12%,94,11%,175,0%,0,0%,0,0%,0,0%,0,11%,175,11%,128,12%,41,11%,79,11%,95,9%,75,13%,69,14%,31,0%,0,0%,0,0%,0,7%,16,12%,159,10%,5,9%,4,5%,2,12%,6,8%,11,11%,6,7%,18,9%,35,12%,73,14%,49
,FAIL,5%,94,5%,94,0%,0,6%,60,4%,34,0%,0,0%,0,0%,0,8%,38,4%,56,0%,0,6%,41,5%,49,0%,0,0%,0,1%,2,4%,11,6%,26,4%,6,6%,49,5%,94,0%,0,0%,0,0%,0,0%,0,5%,94,4%,64,7%,25,6%,50,4%,44,4%,41,4%,29,11%,23,0%,0,0%,0,0%,0,12%,19,4%,75,0%,0,5%,2,0%,0,2%,1,1%,2,2%,1,6%,16,6%,20,6%,41,3%,17
,Total,100%,1547,100%,1547,0%,0,100%,845,100%,702,0%,0,0%,0,0%,0,100%,480,100%,1067,0%,0,100%,720,100%,792,0%,0,0%,0,100%,89,100%,198,100%,331,100%,106,100%,807,100%,1547,0%,0,0%,0,0%,0,0%,0,100%,1547,100%,1184,100%,313,100%,647,100%,898,100%,791,100%,555,100%,195,0%,0,0%,0,0%,0,100%,173,100%,1370,100%,41,100%,34,100%,26,100%,38,100%,92,100%,48,100%,243,100%,352,100%,603,100%,348
What grade would you give your school when it comes to: Teaching you in ways that adapt to your unique learning needs,A,23%,328,23%,328,0%,0,24%,192,22%,136,0%,0,0%,0,0%,0,24%,108,23%,220,0%,0,26%,154,21%,168,0%,0,0%,0,29%,22,25%,48,30%,84,24%,18,18%,154,23%,328,0%,0,0%,0,0%,0,0%,0,23%,328,23%,250,26%,70,27%,137,20%,191,23%,170,22%,115,27%,41,0%,0,0%,0,0%,0,25%,38,23%,289,38%,11,21%,7,41%,6,11%,5,30%,20,18%,10,26%,57,25%,83,22%,127,22%,61
,B,34%,532,34%,532,0%,0,33%,280,36%,252,0%,0,0%,0,0%,0,32%,154,35%,378,0%,0,30%,239,38%,281,0%,0,0%,0,43%,40,33%,64,33%,102,30%,37,34%,280,34%,532,0%,0,0%,0,0%,0,0%,0,34%,532,35%,416,32%,98,33%,222,36%,309,38%,292,33%,186,27%,52,0%,0,0%,0,0%,0,33%,52,34%,479,29%,13,52%,15,40%,13,61%,16,47%,38,49%,20,37%,90,33%,123,33%,200,37%,118
,C,25%,406,25%,406,0%,0,26%,215,25%,191,0%,0,0%,0,0%,0,25%,118,25%,288,0%,0,25%,188,26%,212,0%,0,0%,0,13%,15,27%,51,20%,78,25%,25,30%,232,25%,406,0%,0,0%,0,0%,0,0%,0,25%,406,27%,319,24%,74,24%,163,27%,243,25%,208,27%,149,23%,48,0%,0,0%,0,0%,0,18%,41,26%,364,24%,12,11%,6,13%,5,16%,11,15%,23,17%,10,21%,55,28%,93,28%,161,23%,97
